chem_name,gm_mean_x,gm_mean_y,min_x,min_y,max_x,max_y,fill
"2,4-D",139.626678824708,93.835789988253,111.1049017,93.835789988253,176.4455577,93.835789988253,red
Aldicarb,17.8352335001014,1.3231055897136,10.87998209,1.3231055897136,24.91119776,1.3231055897136,red
Atrazine,90.1958871440153,7.1235473882209,80.04472339,7.1235473882209,109.2878311,7.1235473882209,red
Carbaryl,41.0471096840582,0.014552063784375,26.85158678,0.014552063784375,61.03458193,0.014552063784375,grey
Carboxin,69.3492853454441,235.29999990588,57.48578712,235.29999990588,88.6154896,235.29999990588,red
Chlorpyrifos,1.0182695998069,0.7990791195156,0.595081872,0.7990791195156,1.544327134,0.7990791195156,red
Mancozeb,28.694444515079,351.78023232234,22.4961292,351.78023232234,41.21928061,351.78023232234,red
Methomyl,1.55969258333382,14.8539074228421,1.281679602,14.8539074228421,1.951809188,14.8539074228421,red
Propoxur,47.6971649415477,41.926785447733,23.08804016,41.926785447733,68.05875801,41.926785447733,red
Pyraclostrobin,4.79428182673816,37.8446999787656,2.426926689,37.8446999787656,7.424775826,37.8446999787656,red
Triphenyl phosphate,1.63096932030973,6.69005283394496,0.536487417,6.69005283394496,3.245379734,6.69005283394496,red
